year,month,fleet,Nsamp,length,freq
2011,2,1,118.19493,220,0
2011,2,1,118.19493,230,0
2011,2,1,118.19493,240,0
2011,2,1,118.19493,250,0
2011,2,1,118.19493,260,0
2011,2,1,118.19493,270,0
2011,2,1,118.19493,280,0
2011,2,1,118.19493,290,0
2011,2,1,118.19493,300,0
2011,2,1,118.19493,310,0
2012,8,1,255.33282,30,0
2012,8,1,255.33282,40,0
2012,8,1,255.33282,50,1.21275
2012,8,1,255.33282,60,2.42551
2012,8,1,255.33282,70,9.3103
2012,8,1,255.33282,80,12.12753
2012,8,1,255.33282,90,25.89711
2012,8,1,255.33282,100,33.17362
2012,8,1,255.33282,110,7.27652
2012,8,1,255.33282,120,17.40784
2012,8,1,255.33282,130,15.37406
2012,8,1,255.33282,140,22.65057
2012,8,1,255.33282,150,33.17362
2012,8,1,255.33282,160,21.43782
2012,8,1,255.33282,170,16.19509
2012,8,1,255.33282,180,17.01612
2012,8,1,255.33282,190,0
2012,8,1,255.33282,200,6.06376
2012,8,1,255.33282,210,14.59061
2012,8,1,255.33282,220,0
2012,8,1,255.33282,230,0
2012,8,1,255.33282,240,0
2012,8,1,255.33282,250,0
2012,8,1,255.33282,260,0
2012,8,1,255.33282,270,0
2012,8,1,255.33282,280,0
2012,8,1,255.33282,290,0
2012,8,1,255.33282,300,0
2012,8,1,255.33282,310,0
2013,8,1,167.97553,30,0
2013,8,1,167.97553,40,0
2013,8,1,167.97553,50,0
2013,8,1,167.97553,60,0
2013,8,1,167.97553,70,3.52396
2013,8,1,167.97553,80,1.17465
2013,8,1,167.97553,90,11.74654
2013,8,1,167.97553,100,15.2705
2013,8,1,167.97553,110,25.84239
2013,8,1,167.97553,120,35.23962
2013,8,1,167.97553,130,5.87327
2013,8,1,167.97553,140,7.04792
2013,8,1,167.97553,150,4.69862
2013,8,1,167.97553,160,11.74654
2013,8,1,167.97553,170,12.92119
2013,8,1,167.97553,180,9.39723
2013,8,1,167.97553,190,5.87327
2013,8,1,167.97553,200,4.69862
2013,8,1,167.97553,210,8.22258
2013,8,1,167.97553,220,1.17465
2013,8,1,167.97553,230,1.17465
2013,8,1,167.97553,240,0
2013,8,1,167.97553,250,1.17465
2013,8,1,167.97553,260,0
2013,8,1,167.97553,270,0
2013,8,1,167.97553,280,1.17465
2013,8,1,167.97553,290,0
2013,8,1,167.97553,300,0
2013,8,1,167.97553,310,0
2014,2,1,60.45919,30,0
2014,2,1,60.45919,40,0
2014,2,1,60.45919,50,1.06069
2014,2,1,60.45919,60,0
2014,2,1,60.45919,70,2.12138
2014,2,1,60.45919,80,4.24275
2014,2,1,60.45919,90,1.06069
2014,2,1,60.45919,100,2.12138
2014,2,1,60.45919,110,13.78894
2014,2,1,60.45919,120,10.60688
2014,2,1,60.45919,130,5.30344
2014,2,1,60.45919,140,5.30344
2014,2,1,60.45919,150,3.18206
2014,2,1,60.45919,160,2.12138
2014,2,1,60.45919,170,2.12138
2014,2,1,60.45919,180,2.12138
2014,2,1,60.45919,190,3.18206
2014,2,1,60.45919,200,0
2014,2,1,60.45919,210,2.12138
2014,2,1,60.45919,220,0
2014,2,1,60.45919,230,0
2014,2,1,60.45919,240,0
2014,2,1,60.45919,250,0
2014,2,1,60.45919,260,0
2014,2,1,60.45919,270,0
2014,2,1,60.45919,280,0
2014,2,1,60.45919,290,0
2014,2,1,60.45919,300,0
2014,2,1,60.45919,310,0
2014,5,1,113.74335,30,0
2014,5,1,113.74335,40,0
2014,5,1,113.74335,50,1.56193
2014,5,1,113.74335,60,1.56193
2014,5,1,113.74335,70,3.52029
2014,5,1,113.74335,80,6.64414
2014,5,1,113.74335,90,6.84237
2014,5,1,113.74335,100,4.68578
2014,5,1,113.74335,110,3.32207
2014,5,1,113.74335,120,11.92459
2014,5,1,113.74335,130,11.72636
2014,5,1,113.74335,140,19.1634
2014,5,1,113.74335,150,11.1317
2014,5,1,113.74335,160,18.17229
2014,5,1,113.74335,170,6.84237
2014,5,1,113.74335,180,4.884
2014,5,1,113.74335,190,1.76015
2014,5,1,113.74335,200,0
2014,5,1,113.74335,210,0
2014,5,1,113.74335,220,0
2014,5,1,113.74335,230,0
2014,5,1,113.74335,240,0
2014,5,1,113.74335,250,0
2014,5,1,113.74335,260,0
2014,5,1,113.74335,270,0
2014,5,1,113.74335,280,0
2014,5,1,113.74335,290,0
2014,5,1,113.74335,300,0
2014,5,1,113.74335,310,0
2018,8,1,87.80939,30,0
2018,8,1,87.80939,40,1.14878
2018,8,1,87.80939,50,6.68804
2018,8,1,87.80939,60,8.9856
2018,8,1,87.80939,70,7.63216
2018,8,1,87.80939,80,8.57628
2018,8,1,87.80939,90,11.6133
2018,8,1,87.80939,100,2.0929
2018,8,1,87.80939,110,0
2018,8,1,87.80939,120,2.29757
2018,8,1,87.80939,130,4.39047
2018,8,1,87.80939,140,8.78094
2018,8,1,87.80939,150,3.34402
2018,8,1,87.80939,160,4.59513
2018,8,1,87.80939,170,5.53925
2018,8,1,87.80939,180,1.14878
2018,8,1,87.80939,190,5.43692
2018,8,1,87.80939,200,3.34402
2018,8,1,87.80939,210,0
2018,8,1,87.80939,220,1.14878
2018,8,1,87.80939,230,1.04645
2018,8,1,87.80939,240,0
2018,8,1,87.80939,250,0
2018,8,1,87.80939,260,0
2018,8,1,87.80939,270,0
2018,8,1,87.80939,280,0
2018,8,1,87.80939,290,0
2018,8,1,87.80939,300,0
2018,8,1,87.80939,310,0
2018,11,1,85.90284,30,0
2018,11,1,85.90284,40,0
2018,11,1,85.90284,50,5.60552
2018,11,1,85.90284,60,5.60552
2018,11,1,85.90284,70,13.49281
2018,11,1,85.90284,80,5.60552
2018,11,1,85.90284,90,2.2488
2018,11,1,85.90284,100,0
2018,11,1,85.90284,110,0
2018,11,1,85.90284,120,1.10791
2018,11,1,85.90284,130,3.35671
2018,11,1,85.90284,140,1.66187
2018,11,1,85.90284,150,6.09352
2018,11,1,85.90284,160,15.54375
2018,11,1,85.90284,170,7.78836
2018,11,1,85.90284,180,6.68045
2018,11,1,85.90284,190,2.21582
2018,11,1,85.90284,200,3.32374
2018,11,1,85.90284,210,0
2018,11,1,85.90284,220,4.46463
2018,11,1,85.90284,230,0
2018,11,1,85.90284,240,0
2018,11,1,85.90284,250,0
2018,11,1,85.90284,260,0
2018,11,1,85.90284,270,1.10791
2018,11,1,85.90284,280,0
2018,11,1,85.90284,290,0
2018,11,1,85.90284,300,0
2018,11,1,85.90284,310,0
2023,5,1,646.4132,30,0
2023,5,1,646.4132,40,0
2023,5,1,646.4132,50,0
2023,5,1,646.4132,60,1.64948
2023,5,1,646.4132,70,1.32969
2023,5,1,646.4132,80,0
2023,5,1,646.4132,90,0
2023,5,1,646.4132,100,2.65938
2023,5,1,646.4132,110,14.89586
2023,5,1,646.4132,120,54.04592
2023,5,1,646.4132,130,76.54961
2023,5,1,646.4132,140,97.82463
2023,5,1,646.4132,150,121.40547
2023,5,1,646.4132,160,102.94135
2023,5,1,646.4132,170,46.65687
2023,5,1,646.4132,180,34.74018
2023,5,1,646.4132,190,12.60679
2023,5,1,646.4132,200,22.82349
2023,5,1,646.4132,210,22.50369
2023,5,1,646.4132,220,20.21462
2023,5,1,646.4132,230,4.94845
2023,5,1,646.4132,240,8.61772
2023,5,1,646.4132,250,0
2023,5,1,646.4132,260,0
2023,5,1,646.4132,270,0
2023,5,1,646.4132,280,0
2023,5,1,646.4132,290,0
2023,5,1,646.4132,300,0
2023,5,1,646.4132,310,0
2023,8,1,469.54609,30,0
2023,8,1,469.54609,40,2.92654
2023,8,1,469.54609,50,4.33362
2023,8,1,469.54609,60,19.51026
2023,8,1,469.54609,70,8.77961
2023,8,1,469.54609,80,3.3581
2023,8,1,469.54609,90,1.40708
2023,8,1,469.54609,100,2.92654
2023,8,1,469.54609,110,17.57634
2023,8,1,469.54609,120,30.4819
2023,8,1,469.54609,130,42.20516
2023,8,1,469.54609,140,65.55727
2023,8,1,469.54609,150,96.61733
2023,8,1,469.54609,160,83.62093
2023,8,1,469.54609,170,31.92763
2023,8,1,469.54609,180,19.58312
2023,8,1,469.54609,190,1.40708
2023,8,1,469.54609,200,8.40381
2023,8,1,469.54609,210,11.21796
2023,8,1,469.54609,220,12.50908
2023,8,1,469.54609,230,3.78967
2023,8,1,469.54609,240,1.40708
2023,8,1,469.54609,250,0
2023,8,1,469.54609,260,0
2023,8,1,469.54609,270,0
2023,8,1,469.54609,280,0
2023,8,1,469.54609,290,0
2023,8,1,469.54609,300,0
2023,8,1,469.54609,310,0
1991,8,2,56.25332,30,0
1991,8,2,56.25332,40,0
1991,8,2,56.25332,50,0
1991,8,2,56.25332,60,0
1991,8,2,56.25332,70,0
1991,8,2,56.25332,80,0
1991,8,2,56.25332,90,0.7923
1991,8,2,56.25332,100,0
1991,8,2,56.25332,110,0
1991,8,2,56.25332,120,2.3769
1991,8,2,56.25332,130,1.5846
1991,8,2,56.25332,140,3.9615
1991,8,2,56.25332,150,9.5076
1991,8,2,56.25332,160,11.0922
1991,8,2,56.25332,170,11.0922
1991,8,2,56.25332,180,5.5461
1991,8,2,56.25332,190,3.9615
1991,8,2,56.25332,200,2.3769
1991,8,2,56.25332,210,1.5846
1991,8,2,56.25332,220,0.7923
1991,8,2,56.25332,230,0.7923
1991,8,2,56.25332,240,0.7923
1991,8,2,56.25332,250,0
1991,8,2,56.25332,260,0
1991,8,2,56.25332,270,0
1991,8,2,56.25332,280,0
1991,8,2,56.25332,290,0
1991,8,2,56.25332,300,0
1991,8,2,56.25332,310,0
1993,8,2,115.67831,30,0
1993,8,2,115.67831,40,0
1993,8,2,115.67831,50,0
1993,8,2,115.67831,60,0.89665
1993,8,2,115.67831,70,3.16496
1993,8,2,115.67831,80,0
1993,8,2,115.67831,90,0.89665
1993,8,2,115.67831,100,5.85489
1993,8,2,115.67831,110,9.9165
1993,8,2,115.67831,120,6.75154
1993,8,2,115.67831,130,6.75154
1993,8,2,115.67831,140,5.01164
1993,8,2,115.67831,150,11.76318
1993,8,2,115.67831,160,17.72485
1993,8,2,115.67831,170,12.18481
1993,8,2,115.67831,180,7.22656
1993,8,2,115.67831,190,8.54483
1993,8,2,115.67831,200,10.4449
1993,8,2,115.67831,210,3.16496
1993,8,2,115.67831,220,3.58658
1993,8,2,115.67831,230,0.89665
1993,8,2,115.67831,240,0
1993,8,2,115.67831,250,0
1993,8,2,115.67831,260,0
1993,8,2,115.67831,270,0.89665
1993,8,2,115.67831,280,0
1993,8,2,115.67831,290,0
1993,8,2,115.67831,300,0
1993,8,2,115.67831,310,0
1995,8,2,122.83568,30,0
1995,8,2,122.83568,40,0
1995,8,2,122.83568,50,0
1995,8,2,122.83568,60,0
1995,8,2,122.83568,70,8.38366
1995,8,2,122.83568,80,0
1995,8,2,122.83568,90,4.19183
1995,8,2,122.83568,100,8.79896
1995,8,2,122.83568,110,11.70604
1995,8,2,122.83568,120,10.46015
1995,8,2,122.83568,130,7.92951
1995,8,2,122.83568,140,7.09891
1995,8,2,122.83568,150,3.73768
1995,8,2,122.83568,160,8.7601
1995,8,2,122.83568,170,16.27431
1995,8,2,122.83568,180,7.92951
1995,8,2,122.83568,190,4.56827
1995,8,2,122.83568,200,15.06727
1995,8,2,122.83568,210,6.68361
1995,8,2,122.83568,220,0.83059
1995,8,2,122.83568,230,0
1995,8,2,122.83568,240,0.4153
1995,8,2,122.83568,250,0
1995,8,2,122.83568,260,0
1995,8,2,122.83568,270,0
1995,8,2,122.83568,280,0
1995,8,2,122.83568,290,0
1995,8,2,122.83568,300,0
1995,8,2,122.83568,310,0
1996,8,2,191.94584,30,0
1996,8,2,191.94584,40,0
1996,8,2,191.94584,50,0.92395
1996,8,2,191.94584,60,0
1996,8,2,191.94584,70,4.61974
1996,8,2,191.94584,80,0.92395
1996,8,2,191.94584,90,2.77185
1996,8,2,191.94584,100,1.26022
1996,8,2,191.94584,110,13.02015
1996,8,2,191.94584,120,7.14018
1996,8,2,191.94584,130,9.91203
1996,8,2,191.94584,140,25.20121
1996,8,2,191.94584,150,18.90011
1996,8,2,191.94584,160,12.34761
1996,8,2,191.94584,170,24.86494
1996,8,2,191.94584,180,18.31243
1996,8,2,191.94584,190,10.92084
1996,8,2,191.94584,200,13.44128
1996,8,2,191.94584,210,9.40921
1996,8,2,191.94584,220,5.54369
1996,8,2,191.94584,230,5.62856
1996,8,2,191.94584,240,1.8479
1996,8,2,191.94584,250,1.8479
1996,8,2,191.94584,260,0.92395
1996,8,2,191.94584,270,2.18417
1996,8,2,191.94584,280,0
1996,8,2,191.94584,290,0
1996,8,2,191.94584,300,0
1996,8,2,191.94584,310,0
2014,5,2,156.90326,30,0
2014,5,2,156.90326,40,0
2014,5,2,156.90326,50,0
2014,5,2,156.90326,60,0
2014,5,2,156.90326,70,0
2014,5,2,156.90326,80,3.16019
2014,5,2,156.90326,90,18.51868
2014,5,2,156.90326,100,18.96112
2014,5,2,156.90326,110,38.72807
2014,5,2,156.90326,120,10.5076
2014,5,2,156.90326,130,19.76695
2014,5,2,156.90326,140,17.27042
2014,5,2,156.90326,150,4.85089
2014,5,2,156.90326,160,5.07211
2014,5,2,156.90326,170,9.923
2014,5,2,156.90326,180,6.76282
2014,5,2,156.90326,190,0
2014,5,2,156.90326,200,0
2014,5,2,156.90326,210,1.6907
2014,5,2,156.90326,220,0
2014,5,2,156.90326,230,1.6907
2014,5,2,156.90326,240,0
2014,5,2,156.90326,250,0
2014,5,2,156.90326,260,0
2014,5,2,156.90326,270,0
2014,5,2,156.90326,280,0
2014,5,2,156.90326,290,0
2014,5,2,156.90326,300,0
2014,5,2,156.90326,310,0
2015,5,2,176.63184,30,0
2015,5,2,176.63184,40,0
2015,5,2,176.63184,50,0
2015,5,2,176.63184,60,14.61233
2015,5,2,176.63184,70,3.41833
2015,5,2,176.63184,80,0
2015,5,2,176.63184,90,0
2015,5,2,176.63184,100,1.33086
2015,5,2,176.63184,110,2.08748
2015,5,2,176.63184,120,13.09909
2015,5,2,176.63184,130,11.01162
2015,5,2,176.63184,140,18.05774
2015,5,2,176.63184,150,17.66589
2015,5,2,176.63184,160,22.98931
2015,5,2,176.63184,170,23.35409
2015,5,2,176.63184,180,21.08422
2015,5,2,176.63184,190,7.4109
2015,5,2,176.63184,200,13.85571
2015,5,2,176.63184,210,6.65428
2015,5,2,176.63184,220,0
2015,5,2,176.63184,230,0
2015,5,2,176.63184,240,0
2015,5,2,176.63184,250,0
2015,5,2,176.63184,260,0
2015,5,2,176.63184,270,0
2015,5,2,176.63184,280,0
2015,5,2,176.63184,290,0
2015,5,2,176.63184,300,0
2015,5,2,176.63184,310,0
2016,5,2,397.04078,30,0
2016,5,2,397.04078,40,7.14892
2016,5,2,397.04078,50,0
2016,5,2,397.04078,60,75.59243
2016,5,2,397.04078,70,32.3464
2016,5,2,397.04078,80,0.84955
2016,5,2,397.04078,90,7.14892
2016,5,2,397.04078,100,7.99848
2016,5,2,397.04078,110,0
2016,5,2,397.04078,120,1.69911
2016,5,2,397.04078,130,10.54714
2016,5,2,397.04078,140,13.94536
2016,5,2,397.04078,150,30.43939
2016,5,2,397.04078,160,44.73724
2016,5,2,397.04078,170,42.26087
2016,5,2,397.04078,180,52.10305
2016,5,2,397.04078,190,33.83761
2016,5,2,397.04078,200,12.74332
2016,5,2,397.04078,210,10.54714
2016,5,2,397.04078,220,2.54866
2016,5,2,397.04078,230,1.69911
2016,5,2,397.04078,240,7.14892
2016,5,2,397.04078,250,0
2016,5,2,397.04078,260,0
2016,5,2,397.04078,270,1.69911
2016,5,2,397.04078,280,0
2016,5,2,397.04078,290,0
2016,5,2,397.04078,300,0
2016,5,2,397.04078,310,0
1991,5,3,17.8926,30,0
1991,5,3,17.8926,40,0
1991,5,3,17.8926,50,0
1991,5,3,17.8926,60,0
1991,5,3,17.8926,70,0
1991,5,3,17.8926,80,0
1991,5,3,17.8926,90,0
1991,5,3,17.8926,100,0
1991,5,3,17.8926,110,0
1991,5,3,17.8926,120,0
1991,5,3,17.8926,130,0
1991,5,3,17.8926,140,1.98807
1991,5,3,17.8926,150,1.98807
1991,5,3,17.8926,160,1.98807
1991,5,3,17.8926,170,3.97613
1991,5,3,17.8926,180,0
1991,5,3,17.8926,190,0
1991,5,3,17.8926,200,1.98807
1991,5,3,17.8926,210,1.98807
1991,5,3,17.8926,220,1.98807
1991,5,3,17.8926,230,1.98807
1991,5,3,17.8926,240,0
1991,5,3,17.8926,250,0
1991,5,3,17.8926,260,0
1991,5,3,17.8926,270,0
1991,5,3,17.8926,280,0
1991,5,3,17.8926,290,0
1991,5,3,17.8926,300,0
1991,5,3,17.8926,310,0
1992,5,3,7.88842,30,0
1992,5,3,7.88842,40,0
1992,5,3,7.88842,50,0
1992,5,3,7.88842,60,0
1992,5,3,7.88842,70,0
1992,5,3,7.88842,80,0
1992,5,3,7.88842,90,0
1992,5,3,7.88842,100,0
1992,5,3,7.88842,110,0
1992,5,3,7.88842,120,1.97211
1992,5,3,7.88842,130,0
1992,5,3,7.88842,140,0
1992,5,3,7.88842,150,0
1992,5,3,7.88842,160,0
1992,5,3,7.88842,170,0
1992,5,3,7.88842,180,0.98605
1992,5,3,7.88842,190,0.98605
1992,5,3,7.88842,200,0
1992,5,3,7.88842,210,1.97211
1992,5,3,7.88842,220,0
1992,5,3,7.88842,230,0
1992,5,3,7.88842,240,1.97211
1992,5,3,7.88842,250,0
1992,5,3,7.88842,260,0
1992,5,3,7.88842,270,0
1992,5,3,7.88842,280,0
1992,5,3,7.88842,290,0
1992,5,3,7.88842,300,0
1992,5,3,7.88842,310,0
1993,5,3,92,30,0
1993,5,3,92,40,0
1993,5,3,92,50,0
1993,5,3,92,60,0
1993,5,3,92,70,0
1993,5,3,92,80,0
1993,5,3,92,90,0
1993,5,3,92,100,6
1993,5,3,92,110,2
1993,5,3,92,120,4
1993,5,3,92,130,2
1993,5,3,92,140,8
1993,5,3,92,150,10
1993,5,3,92,160,10
1993,5,3,92,170,6
1993,5,3,92,180,6
1993,5,3,92,190,12
1993,5,3,92,200,12
1993,5,3,92,210,2
1993,5,3,92,220,2
1993,5,3,92,230,4
1993,5,3,92,240,4
1993,5,3,92,250,0
1993,5,3,92,260,2
1993,5,3,92,270,0
1993,5,3,92,280,0
1993,5,3,92,290,0
1993,5,3,92,300,0
1993,5,3,92,310,0
1996,5,3,3.98605,30,0
1996,5,3,3.98605,40,0
1996,5,3,3.98605,50,0
1996,5,3,3.98605,60,0
1996,5,3,3.98605,70,0
1996,5,3,3.98605,80,0
1996,5,3,3.98605,90,0
1996,5,3,3.98605,100,0
1996,5,3,3.98605,110,0
1996,5,3,3.98605,120,0
1996,5,3,3.98605,130,0
1996,5,3,3.98605,140,1.99303
1996,5,3,3.98605,150,0
1996,5,3,3.98605,160,0
1996,5,3,3.98605,170,0
1996,5,3,3.98605,180,0
1996,5,3,3.98605,190,0
1996,5,3,3.98605,200,0
1996,5,3,3.98605,210,0
1996,5,3,3.98605,220,0
1996,5,3,3.98605,230,0
1996,5,3,3.98605,240,0
1996,5,3,3.98605,250,1.99303
1996,5,3,3.98605,260,0
1996,5,3,3.98605,270,0
1996,5,3,3.98605,280,0
1996,5,3,3.98605,290,0
1996,5,3,3.98605,300,0
1996,5,3,3.98605,310,0
1997,5,3,3.99324,30,0
1997,5,3,3.99324,40,0
1997,5,3,3.99324,50,0
1997,5,3,3.99324,60,0
1997,5,3,3.99324,70,0
1997,5,3,3.99324,80,0
1997,5,3,3.99324,90,0
1997,5,3,3.99324,100,0
1997,5,3,3.99324,110,0
1997,5,3,3.99324,120,0
1997,5,3,3.99324,130,0
1997,5,3,3.99324,140,0
1997,5,3,3.99324,150,0
1997,5,3,3.99324,160,0
1997,5,3,3.99324,170,0
1997,5,3,3.99324,180,0
1997,5,3,3.99324,190,0
1997,5,3,3.99324,200,0
1997,5,3,3.99324,210,0
1997,5,3,3.99324,220,0
1997,5,3,3.99324,230,1.99662
1997,5,3,3.99324,240,0
1997,5,3,3.99324,250,0
1997,5,3,3.99324,260,1.99662
1997,5,3,3.99324,270,0
1997,5,3,3.99324,280,0
1997,5,3,3.99324,290,0
1997,5,3,3.99324,300,0
1997,5,3,3.99324,310,0
2012,5,3,3.99247,30,0
2012,5,3,3.99247,40,0
2012,5,3,3.99247,50,0
2012,5,3,3.99247,60,0
2012,5,3,3.99247,70,0
2012,5,3,3.99247,80,0
2012,5,3,3.99247,90,0
2012,5,3,3.99247,100,0
2012,5,3,3.99247,110,0
2012,5,3,3.99247,120,0
2012,5,3,3.99247,130,1.99623
2012,5,3,3.99247,140,1.99623
2012,5,3,3.99247,150,0
2012,5,3,3.99247,160,0
2012,5,3,3.99247,170,0
2012,5,3,3.99247,180,0
2012,5,3,3.99247,190,0
2012,5,3,3.99247,200,0
2012,5,3,3.99247,210,0
2012,5,3,3.99247,220,0
2012,5,3,3.99247,230,0
2012,5,3,3.99247,240,0
2012,5,3,3.99247,250,0
2012,5,3,3.99247,260,0
2012,5,3,3.99247,270,0
2012,5,3,3.99247,280,0
2012,5,3,3.99247,290,0
2012,5,3,3.99247,300,0
2012,5,3,3.99247,310,0
2013,5,3,1.99289,30,0
2013,5,3,1.99289,40,0
2013,5,3,1.99289,50,0
2013,5,3,1.99289,60,0
2013,5,3,1.99289,70,0
2013,5,3,1.99289,80,0
2013,5,3,1.99289,90,0
2013,5,3,1.99289,100,0
2013,5,3,1.99289,110,0
2013,5,3,1.99289,120,0
2013,5,3,1.99289,130,0
2013,5,3,1.99289,140,0
2013,5,3,1.99289,150,0
2013,5,3,1.99289,160,0
2013,5,3,1.99289,170,0
2013,5,3,1.99289,180,0
2013,5,3,1.99289,190,0
2013,5,3,1.99289,200,0
2013,5,3,1.99289,210,1.99289
2013,5,3,1.99289,220,0
2013,5,3,1.99289,230,0
2013,5,3,1.99289,240,0
2013,5,3,1.99289,250,0
2013,5,3,1.99289,260,0
2013,5,3,1.99289,270,0
2013,5,3,1.99289,280,0
2013,5,3,1.99289,290,0
2013,5,3,1.99289,300,0
2013,5,3,1.99289,310,0
2015,5,3,352.27159,30,0
2015,5,3,352.27159,40,0
2015,5,3,352.27159,50,0
2015,5,3,352.27159,60,0
2015,5,3,352.27159,70,0
2015,5,3,352.27159,80,0
2015,5,3,352.27159,90,1.99023
2015,5,3,352.27159,100,1.99023
2015,5,3,352.27159,110,11.94141
2015,5,3,352.27159,120,17.91211
2015,5,3,352.27159,130,21.89258
2015,5,3,352.27159,140,19.90235
2015,5,3,352.27159,150,13.93164
2015,5,3,352.27159,160,27.86329
2015,5,3,352.27159,170,39.8047
2015,5,3,352.27159,180,49.75587
2015,5,3,352.27159,190,43.78517
2015,5,3,352.27159,200,17.91211
2015,5,3,352.27159,210,23.88282
2015,5,3,352.27159,220,17.91211
2015,5,3,352.27159,230,13.93164
2015,5,3,352.27159,240,11.94141
2015,5,3,352.27159,250,5.9707
2015,5,3,352.27159,260,1.99023
2015,5,3,352.27159,270,1.99023
2015,5,3,352.27159,280,0
2015,5,3,352.27159,290,0
2015,5,3,352.27159,300,0
2015,5,3,352.27159,310,1.99023
2016,5,3,305.30652,30,0
2016,5,3,305.30652,40,0
2016,5,3,305.30652,50,0
2016,5,3,305.30652,60,0
2016,5,3,305.30652,70,0
2016,5,3,305.30652,80,0
2016,5,3,305.30652,90,4.98867
2016,5,3,305.30652,100,4.98867
2016,5,3,305.30652,110,3.99093
2016,5,3,305.30652,120,15.96374
2016,5,3,305.30652,130,7.98187
2016,5,3,305.30652,140,15.96374
2016,5,3,305.30652,150,31.92748
2016,5,3,305.30652,160,15.96374
2016,5,3,305.30652,170,26.93881
2016,5,3,305.30652,180,46.89348
2016,5,3,305.30652,190,25.94108
2016,5,3,305.30652,200,33.92295
2016,5,3,305.30652,210,25.94108
2016,5,3,305.30652,220,5.9864
2016,5,3,305.30652,230,1.99547
2016,5,3,305.30652,240,11.9728
2016,5,3,305.30652,250,3.99093
2016,5,3,305.30652,260,1.99547
2016,5,3,305.30652,270,1.99547
